H1_Fact_ID,Year,Economic_Period,Metric_ID,Canonical_Metric_ID,Source_Fact_ID,Value,Unit,Analytical_Value,Analytical_Unit,Conversion_Factor,Accounting_Basis,Scope,Fact_Type,Original_or_Restated,Transformation,Source_ID,Source_Report_Period
2020::G1R2020-0001,2020,2020A,IS_TOTAL_REVENUE,IS_TOTAL_REVENUE,G1R2020-0001,285709.729,RMB_MILLION,285709.729,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0002,2020,2020A,IS_OPERATING_REVENUE,IS_OPERATING_REVENUE,G1R2020-0002,284221.249,RMB_MILLION,284221.249,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0003,2020,2020A,IS_FINANCIAL_BUSINESS_INTEREST_INCOME,IS_FINANCIAL_BUSINESS_INTEREST_INCOME,G1R2020-0003,1488.211,RMB_MILLION,1488.211,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0004,2020,2020A,IS_FEE_COMMISSION_INCOME,IS_FEE_COMMISSION_INCOME,G1R2020-0004,0.269,RMB_MILLION,0.269,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0005,2020,2020A,IS_OPERATING_COST,IS_OPERATING_COST,G1R2020-0005,-212839.592,RMB_MILLION,-212839.592,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0006,2020,2020A,IS_FINANCIAL_BUSINESS_INTEREST_COST,IS_FINANCIAL_BUSINESS_INTEREST_COST,G1R2020-0006,-105.168,RMB_MILLION,-105.168,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0007,2020,2020A,IS_FEE_COMMISSION_EXPENSE,IS_FEE_COMMISSION_EXPENSE,G1R2020-0007,-6.972,RMB_MILLION,-6.972,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0008,2020,2020A,IS_TAXES_SURCHARGES,IS_TAXES_SURCHARGES,G1R2020-0008,-1533.646,RMB_MILLION,-1533.646,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0009,2020,2020A,IS_SELLING_EXPENSE,IS_SELLING_EXPENSE,G1R2020-0009,-27522.276,RMB_MILLION,-27522.276,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0010,2020,2020A,IS_ADMIN_EXPENSE,IS_ADMIN_EXPENSE,G1R2020-0010,-9264.148,RMB_MILLION,-9264.148,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0011,2020,2020A,IS_RD_EXPENSE,IS_RD_EXPENSE,G1R2020-0011,-10118.667,RMB_MILLION,-10118.667,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0012,2020,2020A,IS_FINANCE_RESULT,IS_FINANCE_RESULT,G1R2020-0012,2638.032,RMB_MILLION,2638.032,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0013,2020,2020A,IS_FINANCE_INTEREST_INCOME,IS_FINANCE_INTEREST_INCOME,G1R2020-0013,3663.028,RMB_MILLION,3663.028,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0014,2020,2020A,IS_OTHER_INCOME,IS_OTHER_INCOME,G1R2020-0014,1424.09,RMB_MILLION,1424.09,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0015,2020,2020A,IS_INVESTMENT_INCOME,IS_INVESTMENT_INCOME,G1R2020-0015,2362.462,RMB_MILLION,2362.462,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0016,2020,2020A,IS_FAIR_VALUE_CHANGE,IS_FAIR_VALUE_CHANGE,G1R2020-0016,1762.95,RMB_MILLION,1762.95,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0017,2020,2020A,IS_CREDIT_IMPAIRMENT,IS_CREDIT_IMPAIRMENT,G1R2020-0017,-247.605,RMB_MILLION,-247.605,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0018,2020,2020A,IS_ASSET_IMPAIRMENT,IS_ASSET_IMPAIRMENT,G1R2020-0018,-705.209,RMB_MILLION,-705.209,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0019,2020,2020A,IS_ASSET_DISPOSAL,IS_ASSET_DISPOSAL,G1R2020-0019,-60.523,RMB_MILLION,-60.523,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0020,2020,2020A,IS_OPERATING_PROFIT,IS_OPERATING_PROFIT,G1R2020-0020,31493.457,RMB_MILLION,31493.457,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0021,2020,2020A,IS_PBT,IS_PBT,G1R2020-0021,31663.539,RMB_MILLION,31663.539,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0022,2020,2020A,IS_INCOME_TAX,IS_INCOME_TAX,G1R2020-0022,-4156.997,RMB_MILLION,-4156.997,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0023,2020,2020A,IS_NET_PROFIT,IS_NET_PROFIT,G1R2020-0023,27506.542,RMB_MILLION,27506.542,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0024,2020,2020A,IS_ATTRIBUTABLE_NI,IS_ATTRIBUTABLE_NI,G1R2020-0024,27222.969,RMB_MILLION,27222.969,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0025,2020,2020A,IS_NCI_PROFIT,IS_NCI_PROFIT,G1R2020-0025,283.573,RMB_MILLION,283.573,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0026,2020,2020A,IS_BASIC_EPS,IS_BASIC_EPS,G1R2020-0026,3.93,RMB_PER_SHARE,3.93,RMB_PER_SHARE,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0027,2020,2020A,IS_DILUTED_EPS,IS_DILUTED_EPS,G1R2020-0027,3.9,RMB_PER_SHARE,3.9,RMB_PER_SHARE,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0080,2020,2020A,IS_FINANCING_INTEREST_EXPENSE,IS_FINANCING_INTEREST_EXPENSE,G1R2020-0080,-1305.591,RMB_MILLION,-1305.591,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0081,2020,2020A,IS_ADJUSTED_ATTRIBUTABLE_NI,IS_ADJUSTED_ATTRIBUTABLE_NI,G1R2020-0081,24614.653,RMB_MILLION,24614.653,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0028,2020,2020A,BS_CASH,BS_CASH,G1R2020-0028,81210.482,RMB_MILLION,81210.482,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0029,2020,2020A,BS_TRADING_FINANCIAL_ASSETS,BS_TRADING_FINANCIAL_ASSETS,G1R2020-0029,28239.601,RMB_MILLION,28239.601,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0030,2020,2020A,BS_DERIVATIVE_FINANCIAL_ASSETS,BS_DERIVATIVE_FINANCIAL_ASSETS,G1R2020-0030,420.494,RMB_MILLION,420.494,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0031,2020,2020A,BS_NOTES_RECEIVABLE,BS_NOTES_RECEIVABLE,G1R2020-0031,5304.51,RMB_MILLION,5304.51,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0032,2020,2020A,BS_AR,BS_AR,G1R2020-0032,22978.363,RMB_MILLION,22978.363,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0033,2020,2020A,BS_RECEIVABLES_FINANCING,BS_RECEIVABLES_FINANCING,G1R2020-0033,13901.856,RMB_MILLION,13901.856,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0034,2020,2020A,BS_CONTRACT_ASSETS,BS_CONTRACT_ASSETS,G1R2020-0034,3236.848,RMB_MILLION,3236.848,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0035,2020,2020A,BS_INVENTORY,BS_INVENTORY,G1R2020-0035,31076.529,RMB_MILLION,31076.529,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0036,2020,2020A,BS_TOTAL_CURRENT_ASSETS,BS_TOTAL_CURRENT_ASSETS,G1R2020-0036,241655.325,RMB_MILLION,241655.325,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0037,2020,2020A,BS_OTHER_NONCURRENT_FINANCIAL_ASSETS,BS_OTHER_NONCURRENT_FINANCIAL_ASSETS,G1R2020-0037,3360.849,RMB_MILLION,3360.849,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0038,2020,2020A,BS_PPE,BS_PPE,G1R2020-0038,22239.214,RMB_MILLION,22239.214,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0039,2020,2020A,BS_CIP,BS_CIP,G1R2020-0039,1477.302,RMB_MILLION,1477.302,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0040,2020,2020A,BS_INTANGIBLES,BS_INTANGIBLES,G1R2020-0040,15422.393,RMB_MILLION,15422.393,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0041,2020,2020A,BS_GOODWILL,BS_GOODWILL,G1R2020-0041,29557.218,RMB_MILLION,29557.218,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0042,2020,2020A,BS_TOTAL_NONCURRENT_ASSETS,BS_TOTAL_NONCURRENT_ASSETS,G1R2020-0042,118727.278,RMB_MILLION,118727.278,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0043,2020,2020A,BS_TOTAL_ASSETS,BS_TOTAL_ASSETS,G1R2020-0043,360382.603,RMB_MILLION,360382.603,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0044,2020,2020A,BS_SHORT_TERM_BORROWING,BS_SHORT_TERM_BORROWING,G1R2020-0044,9943.929,RMB_MILLION,9943.929,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0045,2020,2020A,BS_NOTES_PAYABLE,BS_NOTES_PAYABLE,G1R2020-0045,28249.939,RMB_MILLION,28249.939,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0046,2020,2020A,BS_AP,BS_AP,G1R2020-0046,53930.261,RMB_MILLION,53930.261,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0047,2020,2020A,BS_CONTRACT_LIABILITIES,BS_CONTRACT_LIABILITIES,G1R2020-0047,18400.922,RMB_MILLION,18400.922,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0048,2020,2020A,BS_EMPLOYEE_COMP,BS_EMPLOYEE_COMP,G1R2020-0048,6954.822,RMB_MILLION,6954.822,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0049,2020,2020A,BS_TAXES_PAYABLE,BS_TAXES_PAYABLE,G1R2020-0049,5758.058,RMB_MILLION,5758.058,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0050,2020,2020A,BS_OTHER_PAYABLES,BS_OTHER_PAYABLES,G1R2020-0050,4501.391,RMB_MILLION,4501.391,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0051,2020,2020A,BS_CURRENT_PORTION_DEBT,BS_CURRENT_PORTION_DEBT,G1R2020-0051,6310.181,RMB_MILLION,6310.181,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0052,2020,2020A,BS_TOTAL_CURRENT_LIABILITIES,BS_TOTAL_CURRENT_LIABILITIES,G1R2020-0052,184150.502,RMB_MILLION,184150.502,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0053,2020,2020A,BS_LONG_TERM_BORROWINGS,BS_LONG_TERM_BORROWINGS,G1R2020-0053,42827.287,RMB_MILLION,42827.287,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0054,2020,2020A,BS_TOTAL_NONCURRENT_LIABILITIES,BS_TOTAL_NONCURRENT_LIABILITIES,G1R2020-0054,51995.001,RMB_MILLION,51995.001,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0055,2020,2020A,BS_TOTAL_LIABILITIES,BS_TOTAL_LIABILITIES,G1R2020-0055,236145.503,RMB_MILLION,236145.503,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0056,2020,2020A,BS_SHARE_CAPITAL,BS_SHARE_CAPITAL,G1R2020-0056,7029.976,RMB_MILLION,7029.976,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0057,2020,2020A,BS_RETAINED_EARNINGS,BS_RETAINED_EARNINGS,G1R2020-0057,87074.453,RMB_MILLION,87074.453,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0058,2020,2020A,BS_PARENT_EQUITY,BS_PARENT_EQUITY,G1R2020-0058,117516.26,RMB_MILLION,117516.26,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0059,2020,2020A,BS_NCI,BS_NCI,G1R2020-0059,6720.84,RMB_MILLION,6720.84,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0060,2020,2020A,BS_TOTAL_EQUITY,BS_TOTAL_EQUITY,G1R2020-0060,124237.1,RMB_MILLION,124237.1,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0082,2020,2020A,BS_PREPAYMENTS,BS_PREPAYMENTS,G1R2020-0082,2763.71,RMB_MILLION,2763.71,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0083,2020,2020A,BS_OTHER_RECEIVABLES,BS_OTHER_RECEIVABLES,G1R2020-0083,2973.945,RMB_MILLION,2973.945,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0084,2020,2020A,BS_LONG_TERM_INVESTMENTS,BS_LONG_TERM_INVESTMENTS,G1R2020-0084,2901.337,RMB_MILLION,2901.337,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0085,2020,2020A,BS_CAPITAL_RESERVE,BS_CAPITAL_RESERVE,G1R2020-0085,22488.105,RMB_MILLION,22488.105,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0086,2020,2020A,BS_TREASURY_SHARES,BS_TREASURY_SHARES,G1R2020-0086,-6094.347,RMB_MILLION,-6094.347,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0087,2020,2020A,BS_OTHER_RESERVES,BS_OTHER_RESERVES,G1R2020-0087,7018.073,RMB_MILLION,7018.073,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_CERTIFIED_DERIVED_AGGREGATION,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0102,2020,2020A,BS_BONDS,BS_BONDS,G1R2020-0102,3030.785,RMB_MILLION,3030.785,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0104,2020,2020A,BS_TERM_DEPOSITS,BS_TERM_DEPOSITS,G1R2020-0104,54567.298,RMB_MILLION,54567.298,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_CERTIFIED_DERIVED_AGGREGATION,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0106,2020,2020A,BS_RESTRICTED_CASH,BS_RESTRICTED_CASH,G1R2020-0106,2396.126,RMB_MILLION,2396.126,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_CERTIFIED_DERIVED_AGGREGATION,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0061,2020,2020A,CF_CASH_FROM_SALES,CF_CASH_FROM_SALES,G1R2020-0061,240052.501,RMB_MILLION,240052.501,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0062,2020,2020A,CF_CASH_TO_SUPPLIERS,CF_CASH_TO_SUPPLIERS,G1R2020-0062,-139660.744,RMB_MILLION,-139660.744,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0063,2020,2020A,CF_CASH_TO_EMPLOYEES,CF_CASH_TO_EMPLOYEES,G1R2020-0063,-28460.318,RMB_MILLION,-28460.318,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0064,2020,2020A,CF_TAXES_PAID,CF_TAXES_PAID,G1R2020-0064,-13407.607,RMB_MILLION,-13407.607,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0065,2020,2020A,CF_CFO,CF_CFO,G1R2020-0065,29557.117,RMB_MILLION,29557.117,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0066,2020,2020A,CF_INVESTMENT_PROCEEDS,CF_INVESTMENT_PROCEEDS,G1R2020-0066,141821.724,RMB_MILLION,141821.724,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0067,2020,2020A,CF_CAPEX,CF_CAPEX,G1R2020-0067,-4656.582,RMB_MILLION,-4656.582,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0068,2020,2020A,CF_CFI,CF_CFI,G1R2020-0068,-35310.663,RMB_MILLION,-35310.663,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0069,2020,2020A,CF_DEBT_PROCEEDS,CF_DEBT_PROCEEDS,G1R2020-0069,18070.961,RMB_MILLION,18070.961,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0070,2020,2020A,CF_DEBT_REPAYMENTS,CF_DEBT_REPAYMENTS,G1R2020-0070,-8354.338,RMB_MILLION,-8354.338,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0071,2020,2020A,CF_DIVIDENDS_INTEREST,CF_DIVIDENDS_INTEREST,G1R2020-0071,-12822.636,RMB_MILLION,-12822.636,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0072,2020,2020A,CF_CFF,CF_CFF,G1R2020-0072,-756.295,RMB_MILLION,-756.295,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0073,2020,2020A,CF_FX_EFFECT,CF_FX_EFFECT,G1R2020-0073,-383.411,RMB_MILLION,-383.411,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
2020::G1R2020-0074,2020,2020A,CF_NET_CHANGE_CASH,CF_NET_CHANGE_CASH,G1R2020-0074,-6893.252,RMB_MILLION,-6893.252,RMB_MILLION,1,CAS,GROUP_CONSOLIDATED,SOURCE_REPORTED_DIRECT,ORIGINAL,UNIT_NORMALIZATION_ONLY,SRC010,2020A
